Instrument,ROA,EScore,SScore,GScore,Firm Size,Total Debt,Total Equity,Board Size,Board Diversity,Leverage Ratio,EScore * Board Diversity,SScore * Board Diversity,GScore * Board Diversity,Year
39,1.33525,86.9099785914324,86.2922399978955,54.2129629629629,28.023802905733234,586755484000.0,106661238000.0,8,12.5,5.501112634751155,1086.3747323929051,1078.6529999736938,677.6620370370363,2019
40,1.99175,88.2547757695629,85.8590305506648,66.276455026455,27.93787257698791,252685714000.0,133723221000.0,10,10.0,1.8896173163522587,882.547757695629,858.590305506648,662.7645502645499,2019
42,7.44667,48.9326765188834,73.8680196744713,56.6964285714285,24.561810210606165,13244709000.0,21635783000.0,9,11.1111111111111,0.6121668441581245,543.6964057653705,820.7557741607914,629.960317460316,2019
43,5.0,88.3405554557858,66.1678798505706,50.4024390243902,24.64574842967326,15063778000.0,16098255000.0,5,20.0,0.9357398053391501,1766.8111091157161,1323.357597011412,1008.0487804878039,2019
44,1.65,84.4601863915129,92.1520418829603,86.9279100529101,26.635877439998016,59842730000.0,161480300000.0,16,25.0,0.3705884247180616,2111.5046597878227,2303.801047074008,2173.1977513227525,2019
45,7.00133,29.0575909949476,37.9618372574621,55.9878048780488,24.652524963322815,28441426000.0,10174544000.0,5,0.0,2.795351418206064,0.0,0.0,0.0,2019
46,4.461,82.9449668592566,72.7219777905239,62.1357723577235,25.908540382124457,49106830000.0,70702044000.0,13,7.69230769230769,0.6945602591065119,638.038206609666,559.399829157876,477.96747967479604,2019
48,1.8395,87.3764488495693,92.1161849804279,83.1316137566137,28.12418020133507,539820000000.0,136925000000.0,11,9.09090909090909,3.942450246485302,794.3313531779027,837.4198634584354,755.7419432419426,2019
49,3.7,64.2989235792265,84.2538160791272,68.8161375661375,27.55415195057171,351161000000.0,295541000000.0,10,30.0,1.1881972382850434,1928.9677073767948,2527.614482373816,2064.484126984125,2019
50,3.7,64.2989235792265,84.2538160791272,68.8161375661375,27.55415195057171,351161000000.0,295541000000.0,10,30.0,1.1881972382850434,1928.9677073767948,2527.614482373816,2064.484126984125,2019
51,1.63,83.1065674963546,86.0733979818255,82.8665028665028,31.554542678830845,12999664000000.0,3390823000000.0,9,22.2222222222222,3.833778407189051,1846.8126110301005,1912.742177373898,1841.4778414778382,2019
52,0.90667,62.8989399135235,68.4305686866582,44.5782033743729,31.549753959956785,13065356000000.0,3791478000000.0,9,11.1111111111111,3.4459796417122823,698.8771101502604,760.3396520739793,495.31337082636503,2019
53,1.38867,74.9708452332381,62.5801826240705,76.1936936936937,23.428364753957556,4065974000.0,8133310000.0,9,11.1111111111111,0.49991627025159496,833.0093914804224,695.3353624896715,846.5965965965959,2019
54,2.0,65.4210658543368,59.8181584741225,32.9586404586404,23.93392669115257,9113855000.0,10667359000.0,9,0.0,0.8543684523976366,0.0,0.0,0.0,2019
55,6.88733,61.7761368963901,50.2849403869041,38.3906633906633,28.48700572870889,331190405000.0,1328054170000.0,9,0.0,0.249380192827526,0.0,0.0,0.0,2019
57,5.0,83.5759990223786,91.149059914694,76.2694512694512,24.116981433055464,6368253000.0,9966287000.0,7,0.0,0.6389794915598959,0.0,0.0,0.0,2019
58,6.6,56.8455479331235,74.6219987896353,64.3550368550368,22.267450519566196,1790920000.0,2086267000.0,8,0.0,0.8584327892834426,0.0,0.0,0.0,2019
59,2.8075,71.4658444022771,87.6767737978649,82.487714987715,30.539760421668912,5044622556000.0,5258947121000.0,9,22.2222222222222,0.9592457273159944,1588.1298756061562,1948.3727510636625,1833.0603330603315,2019
60,3.0448,55.7208614916897,38.8043893557021,69.8304186539481,25.627902745322313,51336303000.0,52745618000.0,12,0.0,0.9732809083780192,0.0,0.0,0.0,2019
61,8.43333,60.6883483165872,38.0297673206905,36.8535745047372,24.741899451679625,19365649350.0,28546983610.0,13,7.69230769230769,0.6783781297025098,466.83344858913216,292.53667169761917,283.48903465182457,2019
62,2.09127,66.0479580660303,57.8255121736603,73.8100746661057,26.448959824746144,185254000000.0,63863000000.0,8,0.0,2.9008032820255862,0.0,0.0,0.0,2019
63,4.25,31.6936607791058,39.2974900602901,24.6024852960078,25.238950773972686,36071170820.0,18119232090.0,8,0.0,1.990767083330627,0.0,0.0,0.0,2019
64,3.4286,90.9841022059546,61.224042011139,46.6748597991445,28.1791017434911,281496514610.0,188058491910.0,10,10.0,1.496856173581978,909.841022059546,612.24042011139,466.74859799144497,2019
65,7.865,28.1838118022328,13.0255402750491,42.0476576370373,23.052266696073037,164659590.0,7064599480.0,10,10.0,0.023307703496306346,281.838118022328,130.255402750491,420.476576370373,2019
66,4.3,73.5492684646571,33.731856180107,69.7308354866494,25.373189039254303,47753754000.0,21594015000.0,9,22.2222222222222,2.2114346961415,1634.4281881034897,749.5968040023771,1549.5741219255406,2019
67,4.148,72.4816707572245,69.7068525770647,33.6666666666666,27.28085920180371,171893000000.0,250761000000.0,13,15.3846153846153,0.6854853824956831,1115.102627034217,1072.4131165702202,517.948717948714,2019
68,1.3425,35.5342780175193,47.5367770478981,52.6666666666666,27.705510586730977,9183000000.0,105540000000.0,13,30.7692307692307,0.08700966458214895,1093.362400539053,1462.670063012246,1620.5128205128149,2019
69,5.93983,60.6510171426241,80.0901326769906,76.4803226255041,25.53596225631363,24991000000.0,43449000000.0,15,26.6666666666666,0.5751800962047457,1617.3604571366386,2135.7368713864107,2039.4752700134377,2019
70,35.1446,68.6528225241631,82.1468044162551,30.411625643165,23.325881445573103,1747000000.0,7406000000.0,9,22.2222222222222,0.23588981906562248,1525.618278314734,1825.4845425834446,675.8139031814437,2019
71,2.02733,73.4305241149468,59.4882056966958,69.3658740091781,24.73782737999522,16753000000.0,28098000000.0,10,20.0,0.5962346074453698,1468.6104822989362,1189.764113933916,1387.317480183562,2019
73,6.76,56.9340297428158,72.1257773380333,58.8944513975802,25.303702659513828,20596000000.0,49430000000.0,7,42.8571428571428,0.41667003843819544,2440.029846120674,3091.104743058566,2524.0479170391477,2019
74,8.77025,33.3417545474556,66.5970162028525,19.4117647058823,23.80508405941353,9989000000.0,7636000000.0,8,12.5,1.3081456259821895,416.77193184319503,832.4627025356563,242.64705882352877,2019
75,5.805,71.5793773649811,80.7765151515151,64.8741482408566,23.385690860022347,820000000.0,3293000000.0,11,27.2727272727272,0.24901305800182205,1952.1648372267518,2202.9958677685877,1769.294952023357,2019
76,3.13333,51.9909546697976,61.9414095032271,85.9393939393939,26.68102459252679,3272746000.0,51880445000.0,9,22.2222222222222,0.06308245814005643,1155.3545482177233,1376.4757667383785,1909.764309764307,2019
77,6.25,76.2329490375293,82.3237168511558,47.4858276643991,22.654685794127936,3037300000.0,2025800000.0,7,28.5714285714285,1.4993089149965446,2178.084258215117,2352.1061957473025,1356.7379332685423,2019
78,6.2865,90.1758783752717,84.7839599000615,70.4790249433106,22.579251278473738,1096000000.0,2396000000.0,8,25.0,0.4574290484140234,2254.3969593817924,2119.5989975015377,1761.9756235827651,2019
79,9.171,87.6821535427716,92.4027417831279,79.7222222222222,23.412608810582924,1296000000.0,10062000000.0,10,30.0,0.12880143112701253,2630.464606283148,2772.082253493837,2391.666666666666,2019
80,7.59867,94.7134672922616,91.2994647225519,72.3837868480725,23.43484314382478,4137000000.0,7430000000.0,9,22.2222222222222,0.5567967698519516,2104.743717605811,2028.8769938344847,1608.5285966238318,2019
81,2.8,52.6043234861938,54.0469267574531,27.0833333333333,24.67333579001146,4616000000.0,11907000000.0,8,37.5,0.387671117829848,1972.6621307322675,2026.7597534044912,1015.6249999999987,2019
82,1.9,89.3471205171536,89.3512551012814,94.0833333333333,24.390104160183466,5307000000.0,15325000000.0,10,40.0,0.34629690048939643,3573.884820686144,3574.0502040512556,3763.333333333332,2019
83,6.2534,53.6902010590155,90.5421970588961,94.3347222222222,24.499847054678277,14630600000.0,18870400000.0,12,41.6666666666666,0.7753200780057656,2237.0917107923087,3772.5915441206644,3930.613425925919,2019
84,0.65,52.478671952331,87.059803844484,85.7152777777777,27.38368476459685,25520000000.0,69897000000.0,15,53.3333333333333,0.36510865988525976,2798.862504124318,4643.189538372477,4571.4814814814745,2019
85,3.575,73.1416154446676,90.8208332159741,72.6236111111111,23.357813011083785,3646000000.0,6822000000.0,11,54.5454545454545,0.5344473761360304,3989.5426606182286,4953.863629962219,3961.287878787875,2019
86,3.197,62.3530212590548,92.58183212817,35.3152777777777,24.399060051511693,7563000000.0,10405000000.0,15,46.6666666666666,0.7268620855358001,2909.8076587558867,4320.485499314595,1648.0462962962904,2019
87,0.38613,94.9313997404823,96.3644389882712,90.1430555555555,28.40330890508529,145626000000.0,107453000000.0,14,42.8571428571428,1.3552529943324059,4068.488560306379,4129.90452806876,3863.273809523802,2019
88,5.51367,63.8915125278762,63.6162683520968,33.8930555555555,24.164433650652395,6274700000.0,5449200000.0,16,56.25,1.151490126991118,3593.8975796930363,3578.4150948054453,1906.4843749999968,2019
89,6.798,76.907894736842,90.8241691433094,50.5180555555555,23.621109609681277,4094000000.0,8424000000.0,14,42.8571428571428,0.48599240265906934,3296.052631578938,3892.464391856112,2165.0595238095184,2019
90,3.85,56.4061982787156,77.5916966469351,52.3930555555555,24.685658710535314,9415000000.0,34796000000.0,17,41.1764705882352,0.27057707782503737,2322.6081644176957,3194.952214873791,2157.3611111111036,2019
92,2.55,96.3929271926606,82.7802991492471,52.5902777777777,24.216039162095775,15921000000.0,5248000000.0,11,45.4545454545454,3.0337271341463414,4381.496690575476,3762.7408704203185,2390.4671717171655,2019
93,2.6,97.2135870933027,44.1570199626735,73.6013888888888,23.970525482773795,11110322000.0,8297645000.0,15,40.0,1.3389729254505345,3888.543483732108,1766.28079850694,2944.055555555552,2019
94,3.86667,90.856506427935,93.1652456997903,76.3126361655773,23.741483655160845,7275694000.0,12699218000.0,11,45.4545454545454,0.5729245690561419,4129.841201269768,4234.783895445009,3468.756189344419,2019
95,3.25,89.7495378687287,84.2654401527324,73.1638888888888,23.927555803486193,9755000000.0,9774400000.0,9,44.4444444444444,0.998015223440825,3988.8683497212714,3745.1306734547693,3251.7283950617216,2019
96,11.7688,76.9648119588144,87.0588435374149,66.0805555555555,24.50312337359403,2886700000.0,29419300000.0,15,53.3333333333333,0.0981226609742584,4104.789971136765,4643.138321995459,3524.2962962962915,2019
97,10.15925,92.2262909632572,82.3373778785099,28.4805555555555,25.29288138152064,25235000000.0,36586000000.0,16,43.75,0.6897447110916745,4034.9002296425024,3602.260282184808,1246.0243055555532,2019
100,5.65,69.6461111807907,89.6992258555776,82.6851851851852,24.1788567024389,6887000000.0,13226000000.0,9,44.4444444444444,0.5207167699984878,3095.38271914625,3986.632260247889,3674.897119341561,2019
101,5.0254,82.943496889548,70.0819983248066,67.8009752538923,24.174046718797396,10415000000.0,13968000000.0,14,42.8571428571428,0.7456328751431844,3554.721295266338,3003.514213920279,2905.756082309666,2019
102,15.305,96.1522075055187,96.0462825753704,46.8930555555555,24.024576582785983,9416700000.0,10278100000.0,11,63.6363636363636,0.9161907356418015,6118.776841260277,6112.036163887204,2984.10353535353,2019
103,4.5426,64.4593799058084,85.4422165210016,78.2263888888888,24.209386305526404,8420000000.0,7401000000.0,13,46.1538461538461,1.1376840967436832,2975.0483033449996,3943.486916353915,3610.4487179487096,2019
104,2.16667,97.4389356138356,83.8091422062693,64.2263888888888,25.528687539644423,58659000000.0,34564000000.0,18,38.8888888888888,1.69711260270802,3789.2919405380426,3259.2444191326877,2497.692901234559,2019
105,5.49625,96.5082087092654,58.0210499470318,29.8257789552496,21.748841374370546,687900000.0,1402500000.0,12,50.0,0.4904812834224599,4825.41043546327,2901.05249735159,1491.28894776248,2019
106,7.45025,58.2698815566835,82.9158733254962,85.9763888888889,22.653336921971977,3083000000.0,2568000000.0,14,42.8571428571428,1.2005451713395638,2497.2806381435753,3553.537428235546,3684.7023809523766,2019
107,14.55,60.5874652266404,86.3253040210159,35.6454248366013,21.33594130115509,138600000.0,1158719000.0,7,42.8571428571428,0.11961485053753326,2596.6056525702993,3699.6558866149617,1527.6610644257678,2019
108,3.65,95.59203210366,79.6916196123351,78.8943355119825,24.634948784561452,15478000000.0,19416000000.0,14,42.8571428571428,0.7971775854964978,4096.801375871138,3415.3551262429282,3381.1858076563885,2019
109,9.0095,93.4420798221306,95.1422775175997,93.0146172393007,23.26518274145119,2331000000.0,7086000000.0,9,44.4444444444444,0.32895850973751056,4152.9813254280225,4228.545667448871,4133.9829884133605,2019
111,0.279,96.432522074938,87.9215089490058,81.9347222222222,27.935783731812656,71034000000.0,63527000000.0,14,42.8571428571428,1.1181702268326854,4132.8223746401945,3768.0646692431005,3511.4880952380895,2019
112,4.8,91.7698381213236,64.8406580947501,85.4763888888888,25.235871071540164,32373000000.0,20438000000.0,16,43.75,1.5839612486544672,4014.9304178079074,2836.7787916453167,3739.592013888885,2019
113,0.839,70.9648685068539,89.5297004514665,57.1430555555555,23.57703123905478,6359000000.0,2758000000.0,13,53.8461538461538,2.305656272661349,3821.1852272921296,4820.83002430973,3076.933760683755,2019
114,6.88275,67.0873561417821,84.8260593142502,56.6430555555555,24.529994991161274,8471000000.0,21561000000.0,12,33.3333333333333,0.3928853021659478,2236.2452047260676,2827.535310475004,1888.101851851848,2019
115,5.03,91.9132838229627,83.5581512207421,80.0847222222222,26.333813975742626,60898000000.0,116778000000.0,12,58.3333333333333,0.5214852112555447,5361.608223006154,4874.22548787662,4671.608796296292,2019
116,2.475,87.3289246443976,95.6932412275772,91.0430555555555,24.897702336399483,26357400000.0,27939600000.0,12,41.6666666666666,0.9433706996521067,3638.705193516561,3987.218384482377,3793.4606481481396,2019
117,1.85,81.3590907808431,78.7616002219592,79.4763888888888,23.663115353252728,4833000000.0,4629000000.0,17,46.6666666666666,1.0440699935191187,3796.757569772673,3675.541343691424,3708.898148148139,2019
118,1.00033,48.3292850125767,65.3440566607776,59.1121925934458,22.005543501301496,1422203000.0,1314553000.0,12,41.6666666666666,1.0818909545678266,2013.7202088573592,2722.6690275323954,2463.0080247269043,2019
119,3.741,85.928864167399,92.4476050472812,42.4763888888888,25.39367117636744,48284000000.0,31725000000.0,15,33.3333333333333,1.5219542947202522,2864.2954722466307,3081.5868349093703,1415.8796296296252,2019
120,21.11175,54.9890350877192,57.2589107477575,55.9361111111111,23.01388967854118,1141700000.0,6568100000.0,14,50.0,0.17382500266439305,2749.45175438596,2862.945537387875,2796.805555555555,2019
121,10.9326,74.64655958077,84.4052167938064,28.0847222222222,23.353181508644386,5292600000.0,5208800000.0,11,45.4545454545454,1.0160881585009982,3393.025435489542,3836.600763354832,1276.5782828282804,2019
122,3.934,99.2141329782942,84.1095173332964,80.0571137860201,23.288830389751865,1638000000.0,3271000000.0,10,40.0,0.5007642922653622,3968.565319131768,3364.3806933318556,3202.2845514408036,2019
123,15.39686,88.7175190334326,94.5719680575862,89.3740959894806,23.75243288658664,4770000000.0,6797000000.0,16,31.25,0.7017801971457996,2772.4224697947684,2955.3740017995688,2792.9404996712688,2019
124,0.13,88.0375605549765,70.3117487774891,64.9112426035502,26.86196434126825,45276000000.0,29204000000.0,22,36.3636363636363,1.5503355704697988,3201.3658383627762,2556.790864635963,2360.4088219472765,2019
125,-0.30733,96.3067604908431,86.9911436353171,80.2958579881656,27.891594547041553,198171000000.0,60522000000.0,20,35.0,3.274363041538614,3370.736617179509,3044.6900272360986,2810.355029585796,2019
126,3.3,60.7946859903381,87.3611920015531,65.5728682170542,24.92804800456662,27258000000.0,16778000000.0,13,30.7692307692307,1.6246274883776375,1870.6057227796296,2688.0366769708585,2017.6267143708938,2019
127,1.85,53.5692567402021,71.3960005631258,34.5049309664694,24.990952931571744,3461968000.0,10527989000.0,12,33.3333333333333,0.328834690081838,1785.6418913400682,2379.866685437524,1150.1643655489788,2019
128,4.13217,68.4932475503871,70.189681393626,65.4188034188034,22.465585556069765,508302000.0,2089673000.0,12,41.6666666666666,0.24324475647625252,2853.8853145994576,2924.5700580677453,2725.7834757834707,2019
129,-1.925,74.9320809584198,80.1260628622192,85.4757105943152,24.47437333259441,7605700000.0,15395300000.0,20,30.0,0.4940273979721084,2247.962428752594,2403.781885866576,2564.271317829456,2019
130,11.7,0.0,6.50272057229774,30.2209072978303,24.29538673045015,40000000.0,35283000000.0,10,10.0,0.0011336904458237678,0.0,65.0272057229774,302.209072978303,2019
131,5.84625,90.2862593773786,96.5716977931196,59.3387596899224,24.50315076435056,13119000000.0,17866000000.0,18,22.2222222222222,0.7342997873054965,2006.3613194973002,2146.037728735989,1318.6391042204964,2019
132,10.978,78.1240031897925,95.2719637359447,96.9401709401709,24.821187327658855,15820000000.0,30746000000.0,18,50.0,0.5145384765497951,3906.200159489625,4763.598186797235,4847.008547008545,2019
133,2.56667,63.9024739024739,83.4406678592726,82.6942800788954,25.309049309134313,31413000000.0,9099000000.0,20,30.0,3.4523574019122982,1917.074217074217,2503.2200357781776,2480.828402366862,2019
135,9.8678,85.0990979808011,87.4343728479729,73.0769230769231,22.199903517963904,919300000.0,1873600000.0,6,33.3333333333333,0.4906596925704526,2836.636599360034,2914.479094932427,2435.897435897434,2019
136,3.49517,83.7126602968415,96.3759615060397,83.3051679586563,25.560927743641034,38882000000.0,47253000000.0,20,30.0,0.8228472266311133,2511.379808905245,2891.278845181191,2499.155038759689,2019
137,8.04317,68.1639164974871,88.1621672526368,59.8119658119658,24.17036031299557,4509000000.0,18523000000.0,16,37.5,0.24342709064406415,2556.146868655766,3306.08127197388,2242.9487179487173,2019
138,6.743,91.8999387216929,92.1311555128969,82.9950904392764,25.1885990777467,19797000000.0,41497000000.0,12,33.3333333333333,0.47707063161192376,3063.331290723094,3071.03851709656,2766.503014642544,2019
139,9.01617,65.3392409595417,61.4286635350464,65.0875968992248,23.032329896038167,511000000.0,6066000000.0,13,23.0769230769231,0.08424002637652489,1507.828637527887,1417.5845431164569,1502.0214669051895,2019
140,4.688,81.0591656705415,92.8008684541722,62.8494411571334,25.86300942282954,83063000000.0,31707000000.0,20,40.0,2.619705427823509,3242.3666268216602,3712.034738166888,2513.977646285336,2019
141,4.193,83.861589144608,73.8775739733703,77.2531229454306,24.376225324444697,11913700000.0,16987200000.0,12,25.0,0.7013339455590092,2096.5397286152,1846.9393493342575,1931.3280736357651,2019
142,5.0828,60.8513888888889,76.6325190438665,91.4174884944115,24.217793712855187,13782624000.0,11957913000.0,7,28.5714285714285,1.152594436838602,1738.611111111107,2189.500544110466,2611.9282426974646,2019
143,1.3,85.6648936170212,88.9627498654539,62.9004329004329,22.37875034387839,1706352000.0,2536591000.0,7,28.5714285714285,0.6726949673794475,2447.5683890577425,2541.792853298676,1797.1552257266496,2019
144,0.988,95.2430490900359,92.7740895587697,95.4543063773832,27.64214402636822,34132000000.0,74001000000.0,12,33.3333333333333,0.4612370103106715,3174.7683030011935,3092.469651958987,3181.810212579437,2019
145,3.6895,78.8685043203115,81.5704301602712,44.2905982905982,24.476504108552184,10047000000.0,10147000000.0,21,33.3333333333333,0.9901448704050458,2628.950144010381,2719.014338675704,1476.3532763532717,2019
146,1.1,95.5749385027,82.5803021549509,83.3622616699539,26.384673028019932,5067000000.0,30459000000.0,20,45.0,0.16635477198857482,4300.872232621499,3716.1135969727907,3751.301775147925,2019
147,5.93333,64.1997901088811,68.7770755151753,71.5700197238659,22.726770812536305,992000000.0,2126000000.0,16,25.0,0.4666039510818438,1604.9947527220277,1719.4268878793825,1789.2504930966475,2019
148,5.275,93.7376962271422,94.8903755576621,63.9697567389875,26.91372672401993,198410000000.0,121781000000.0,20,30.0,1.6292360877312553,2812.130886814266,2846.711266729863,1919.092702169625,2019
149,5.275,93.7376962271422,94.8903755576621,63.9697567389875,26.91372672401993,198410000000.0,121781000000.0,20,30.0,1.6292360877312553,2812.130886814266,2846.711266729863,1919.092702169625,2019
150,0.24,84.6843492824697,74.3658311755148,70.6,24.87363813421723,7572346000.0,8446639000.0,14,7.14285714285714,0.8964922024014522,604.8882091604976,531.184508396534,504.285714285714,2019
