,Symbol,2021,2020,2019,2018,2017,2016
455,TYL,13.759,12.73,14.45,,14.78,15.31
456,TSN,18.21,14.27,14.9,19.47,19.51,17.77
457,USB,16.0,10.0,14.15,15.2,13.8,11.8
458,UDR,4.37,1.82,5.76,6.95,3.98,9.64
459,ULTA.O,55.78,13.53,37.929,36.64,31.02,6.85
460,UNP,43.31,31.68,30.71,26.35,47.8,20.83
461,UAL.O,-81.68,-88.08,29.09,26.87,23.5,32.42
462,UPS,142.08,357.58,208.11,313.4,748.61,355.06
463,URI,30.489,30.38,41.95,41.73,38.1,48.59
464,UNH,25.359,25.19,25.44,24.31,22.55,21.68
465,UHS,15.99,16.15,16.37,17.23,15.24,16.4
466,VLO,6.19,-6.23,10.86,,10.49,8.5
467,VTR,0.46,4.16,4.129,3.86,12.72,6.48
468,VRSN.O,-46.73,-56.58,-57.02,-46.83,-39.98,-40.92
469,VRSK.O,31.48,33.63,33.67,34.6,33.24,39.31
470,VZ,29.92,31.4,34.78,40.48,46.62,81.19
471,VRTX.O,36.03,36.82,26.4,32.76,31.05,17.37
472,VFC,38.039,16.019,28.0,37.95,33.9,
473,VTRS.O,20.57,13.619,18.96,18.57,20.02,24.4
474,VICI.K,9.419,10.26,7.389,9.1,,
475,V,43.829,37.64,31.579,36.01,32.14,25.38
476,VNO,1.58,-4.91,55.33,5.54,3.59,12.12
477,VMC,10.7,10.71,11.609,10.7,8.58,8.6
478,WAB,7.9,7.22,11.57,12.97,13.18,19.97
479,WBA.O,10.89,19.149,18.91,22.329,22.39,18.8
480,WMT,22.07,20.28,19.21,19.23,17.07,16.99
481,WBD.O,10.5,21.13,28.71,22.38,22.4,22.49
482,WM,28.07,23.59,28.19,29.49,25.18,24.36
483,WAT,231.7,,90.68,33.87,26.62,24.72
484,WEC,12.13,11.62,11.38,11.01,10.84,10.67
485,WFC,10.6,1.0,10.19,11.33,10.89,11.99
486,WELL.K,2.0,6.21,8.17,5.22,3.7,6.89
487,WST,31.28,21.03,16.469,15.83,17.57,15.26
488,WDC.O,22.66,13.87,9.369,13.29,39.42,24.11
489,WRK,,8.14,6.43,8.91,9.74,6.68
490,WY,23.9,11.38,3.31,9.93,9.65,7.6
491,WHR,38.31,33.58,37.37,31.4,23.09,22.82
492,WMB,14.3,6.62,8.56,6.37,10.99,-7.77
493,WTW.O,12.419,14.46,14.199,12.85,11.75,18.03
494,GWW,51.909,42.23,50.74,52.73,38.39,34.99
495,WYNN.O,,-294.35,24.16,46.91,101.37,
496,XEL.O,10.58,10.589,10.779,11.25,10.8,10.39
497,XYL,14.609,12.62,19.11,10.83,18.45,17.03
498,YUM,-16.59,-14.01,-13.94,-14.61,-17.55,-41.3
499,ZBRA.O,38.81,34.65,44.49,55.14,46.62,34.78
500,ZBH,12.47,9.61,13.74,13.61,15.27,16.54
501,ZION.O,14.33,6.63,10.47,11.57,8.59,5.95
502,ZTS,53.899,50.03,71.74,77.12,72.41,76.32
